index,song,year,artist,genre,lyrics,word_count
117170,running-gun-blues,1970,david-bowie,Rock,i count the corpses on my left i find im not so tidy so i better get away better make it today ive cut twentythree down since friday but i cant control it my face is drawn my instinct still emotes it i slash them cold i kill them dead i broke the gooks i cracked their heads ill bomb them out from under the beds but now ive got the running gun blues it seems the peacefuls stopped the war left generals squashed and stifled but ill slip out again tonight cause they havent taken back my rifle for i promote oblivion and ill plug a few civilians ill slash them cold ill kill them dead ill break them gooks ill crack their heads ill slice them till theyre running red but now ive got the running gun blues ill slash them cold ill kill them dead ill break them gooks ill crack their heads ill slice them till theyre running red but now ive got the running gun blues ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh,187
117171,saviour-machine,1970,david-bowie,Rock,president joe once had a dream the world held his hand gave their pledge so he told them his scheme for a savior machine they called it the prayer its answer was law its logic stopped war gave them food how they adored till it cried in its boredom please dont believe in me please disagree with me life is too easy a plague seems quite feasible now or maybe a war or i may kill you all dont let me stay dont let me stay my logic says burn so send me away your minds are too green i despise all ive seen you cant stake your lives on a savior machine i need you flying and ill show that dying is living beyond reason sacred dimension of time i perceive every sign i can steal every mind dont let me stay dont let me stay my logic says burn so send me away your minds are too green i despise all ive seen you cant stake your lives on a savior machine,174
117172,she-shook-me-cold,1970,david-bowie,Rock,we met upon a hill the night was cool and still she sucked my dormant will mother she blew my brain i will go back again my god she shook me cold i had no time to spare i grabbed her golden hair and threw her to the ground father she craved my head oh lord the things she said my god she should be told i was very smart broke the gentle hearts of many young virgins i was quick on the ball left them so lonely theyd just give up trying then she took my head smashed it up kept my young blood rising crushed me mercilessly kept me going around so she dont know i crave her sooo ill give my love in vain to reach that peak again we met upon a hill mother she blew my brain i will go back again my god she shook me cold,153
117173,the-supermen,1970,david-bowie,Rock,when all the world was very young and mountain magic heavy hung the supermen would walk in file guardians of a loveless isle and gloomy browed with super fear their tragic endless lives heaves nor sighs in solemn per serenity wondrous beings chained to life strange games they would play then no death for the perfect men life rolls into one for them so softly a super god cries where all were minds in unithought power is weird by mystics taught no pain no joy no power too great colossal strength to grasp a fate where sadeyed mermen tossed in slumbers nightmare dreams no mortal mind could hold a man would tear his brothers flesh a chance to die to turn to mold far out in the redsky far out from the sad eyes strange mad celebration so softly a super god cries,143
117174,the-width-of-a-circle,1970,david-bowie,Rock,in the corner of the morning in the past i would sit and blame the master first and last all the roads were straight and narrow and the prayers were small and yellow and the rumour spread that i was aging fast then i ran across a monster who was sleeping by a tree and i looked and frowned and the monster was me well i said hello and i said hello and i asked why not and i replied i dont know so we asked a simple black bird who was happy as can be and he laughed insane and quipped kahlil gibran and i cried for all the others till the day was nearly through for i realized that gods a young man too ho oh i said so long and i waved byebye and i smashed my soul and traded my mind got laid by a young bordello who was vaguely half asleep for which my reputation swept back home in drag and the moral of this magic spell negotiates my hide when god did take my logic for a ride riding along oh oh oh oh oh oh oh oh oh oh oh oh oh oh he swallowed his pride and puckered his lips and showed me the leather belt round his hips my knees were shaking my cheeks aflame he said youll never go down to the gods again turn around go back he struck the ground a cavern appeared and i smelt the burning pit of fear we crashed a thousand yards below i said do it again do it again turn around go back his nebulous body swayed above his tongue swollen with devils love the snake and i a venom high i said do it again do it again turn around go back breathe breathe breathe deeply and i was seething breathing deeply spitting sentry horned and tailed waiting for you oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh,334
103697,a-song-for-me,1970,family,Rock,i was waiting i was singing i was standing patiently who would wait this long for me whos gonna sing a song for me i was smiling i was walking open mind to open miles who will crack me a crooked smile wholl still climb my crooked stiles i was crying i was stumbling over broken glass laid tracks following ancient portrait maps who could tell me who could tell the paths from cracks i was talking i was shouting listen please dont turn away who turns deaf to what i say who will paint my portrait grey i was crying i was stumbling over broken glass laid tracks following ancient portrait maps who could tell me who could tell the paths from cracks i was waiting i was singing i was standing patiently who would wait this long for me whos gonna sing a song for me,148
1050,what-is-soul,1970,funkadelic,Rock,behold i am funkadelic i am not of your world but fear me not i will do you no harm loan me your funky mind and i shall play with it for nothing is good unless you play with it and all that is good is nasty fly on baby incomprehensible some orange haze orange haze it aint purple now more what is soul i dont know soul is a ham hock in your cornflakes what is soul i dont know soul soul is the ring around your bathtub what is soul i dont know soul is a joint rolled in toilet paper what is soul man i dont know soul is rusty ankles and ashy kneecaps oh yeah what is soul man i dont know soul is chitins foo yung chop chop oh tell em brother what is soul man i told ya i dont know soul is a ham hock in your cornflakes oh get on down now yeah soul soul soul a joint rolled in toilet paper oh yeah right on yeah yeah yeah soul is you soul is you baby hey calvin its the same damn thing soul is you big mama,196
326823,dusty-springfield,1970,blossom-dearie,Jazz,dusty springfield thats a pretty name it even sounds like a game in a green field hobby horses play the dusty game when its may pink and paisley skies shining in green eyes a magic pin wheel london flowers in her hair dusty springfield silver starshine over crystal waters petals fall from her glance flowers sparkle with a dew of morning feathers float from her dance suddenly the songs the thing fill your cup come to the spring and youll stand so still and youll feel the thrill dusty springfield thats a pretty name pretty as a pearl what a pretty girl,102
117175,the-man-who-sold-the-world,1970,david-bowie,Rock,we passed upon the stair we spoke of was and when although i wasnt there he said i was his friend which came as some surprise i spoke into his eyes i thought you died alone a long long time ago oh no not me i never lost control youre face to face with the man who sold the world i laughed and shook his hand and made my way back home i searched for form and land for years and years i roamed i gazed a gazley stare at all the millions here we must have died alone a long long time ago who knows not me we never lost control youre face to face with the man who sold the world,123
24675,luke-s-wall-war-pigs,1970,black-sabbath,Rock,genrals gathered in their masses just like witches at black masses evil minds that plot destruction sorcerer of deaths construction in the fields the bodies burning as the war machine keeps turning death and hatred to mankind poisoning their brainwashed minds oh lord yeah politicians hide themselves away they only started the war why should they go out to fight they leave that role for the poor yeah time will tell on their power minds making war just for fun treating people just like pawns in chess wait till their judgement day comes yeah now in darkness world stops turning ashes where the bodies burning no more war pigs have the power hand of god has struck the hour day of judgement god is calling on their knees the war pigs crawling begging mercies for their sins satan laughing spreads his wings oh lord yeah,145
24676,hand-of-doom,1970,black-sabbath,Rock,whatcha gonna do times caught up with you now you wait your turn you know theres no return take your written rules you join the other fools turn to something new now its killing you first it was the bomb vietnam napalm disillusioning you push the needle in from life you escape realitys that way colors in your mind satisfy your time oh you you know you must be blind to do something like this to take the sleep that you dont know youre giving death a kiss oh little fool now your mind is full of pleasure your bodys looking ill to you its shallow leisure so drop the acid pill dont stop to think now youre having a good time baby but that wont last your minds all full of things youre living too fast go out enjoy yourself dont bottle it in you need someone to help you to stick the needle in yeah now you know the scene your skin starts turning green your eyes no longer seeing lifes reality push the needle in face deaths sickly grin holes are in your skin caused by deadly pin head starts spinning round you fall down to the ground feel your body heave deaths hands starts to weave its too late to turn you dont want to learn price of life you cry now youre gonna die,229
314859,wake-the-world,1970,beach-boys,Rock,one by one the stars appear the light of the day is no longer here one by one the stars disappear the sky grows brighter every minute of the sunrise wake the world with a brand new morning say hello to another fine morning got my face in the running water making my life so much brighter moon shines bright asleep in my bed like so many people got a big day ahead of me wake the world with a brand new morning say hello to another fine morning wouldnt miss it for all of its glory ill be there when youre calling me one by one the stars appear the light of the day is no longer here,119
314860,sloop-john-b,1970,beach-boys,Rock,we come on the sloop john be my grandfather and me around nassau town we did roam drinking all night got into a fight well i feel so broke up i want to go home so hoist up the john be	s sail see how the mainsail sets call for the captain ashore let me go home let me go home i want to go home yeah yeah well i feel so broke up i want to go home the first mate he got drunk and broke in the capns trunk the constable had to come and take him away sheriff john stone why dont you leave me alone yeah yeah well i feel so broke up i want to go home so hoist up the john be	s sail see how the mainsail sets call for the captain ashore let me go home let me go home i want to go home let me go home why dont you let me go home hoist up the john be	s sail hoist up the john be i feel so broke up i want to go home let me go home the poor cook he caught the fits and threw away all my grits and then he took and he ate up all of my corn let me go home why dont they let me go home this is the worst trip ive ever been on so hoist up the john be	s sail see how the mainsail sets call for the captain ashore let me go home let me go home i want to go home let me go home why dont you let me go home,277
314862,darlin,1970,beach-boys,Rock,ohh darlin my darlin youre so fine ohhhhhhhhhh dont know if words can say but darlin ill find a way to let you know what you meant to me guess it was meant to be i hold you in my heart as lifes most precious part oh darlin i dream about you often my pretty darlin darlin youre so fine i love the way you soften my life with your love your precious love uh huh oh i was living like half a man then i couldnt love but now i can you pick me up when im feeling sad more soul than i ever had gonna love you every single night cause i think youre too outta sight oh darlin i dream you often my pretty darlin darlin youre so fine i love the way soften my life with your love your precious love uh huh huh woah oh oh oh every night darlin gonna love you every single night yes i will cause i think youre too doggone outta sight oh darlin i dream you often my pretty darlin darlin youre so fine i love the way soften my life with your love your precious love uh huh huh oh,202
314863,good-vibrations,1970,beach-boys,Rock,i i love the colorful clothes she wears and the way the sunlight plays upon her hair i hear the sound of a gentle word on the wind that lifts her perfume through the air im pickin up good vibrations shes giving me excitations im pickin up good vibrations oom bop bop good vibrations shes giving me excitationsoom bop bop excitations good good good good vibrations oom bop bop shes giving me excitationsoom bop bop excitations good good good good vibrations oom bop bop shes giving me excitations oom bop bop excitations close my eyes shes somehow closer now softly smile i know she must be kind when i look in her eyes she goes with me to a blossom world im pickin up good vibrations shes giving me excitations im pickin up good vibrations oom bop bop good vibrations shes giving me excitations oom bop bop excitations good good good good vibrations oom bop bop shes giving me excitations oom bop bop excitations good good good good vibrations oom bop bop shes giving me excitations oom bop bop excitations ah ah my my what elation i dont know where but she sends me there ah my my what a sensation ah my my what elations ah my my what gotta keep those lovin good vibrations a happenin with her gotta keep those lovin good vibrations a happenin with her gotta keep those lovin good vibrations a happenin ah good good good good vibrations oom bop bop im pickin up good vibrations shes giving me excitations oom bop bop excitations good good good good vibrations oom bop bop shes na na na na na na na na na na na na na na na na na na do do do do do do do do do do do do do do do do,303
314865,california-girls,1970,beach-boys,Rock,well east coast girls are hip i really dig those styles they wear and the southern girls with the way they talk they knock me out when im down there the midwest farmers daughters really make you feel alright and the northern girls with the way they kiss they keep their boyfriends warm at night i wish they all could be california i wish they all could be california i wish they all could be california girls the west coast has the sunshine and the girls all get so tanned i dig a french bikini on hawaii island dolls by a palm tree in the sand i been all around this great big world and i seen all kinds of girls yeah but i couldnt wait to get back in the states back to the cutest girls in the world i wish they all could be california girls i wish they all could be california i wish they all could be california girls i wish they all could be californian girls girls girls yeah i dig the i wish they all could be californian girls girls girls yeah i dig the i wish they all could be californian girls girls girls yeah i dig the i wish they all could be californian girls girls girls yeah i dig the,219
326825,both-sides-now,1970,blossom-dearie,Jazz,bows and flows of angel hair and ice cream castles in the air and feather canyons everywhere ive looked at clouds that way but now they only block the sun they rain and they snow on everyone so many things i would have done but clouds got in my way ive looked at clouds from both sides now from up and down and still somehow its cloud illusions i recall i really dont know clouds at all moons and junes and ferris wheels the dizzy dancing way that you feel as every fairy tale comes real ive looked at love that way but now its just another show and you leave em laughing when you go and if you care dont let them know dont give yourself away ive looked at love from both sides now from give and take and still somehow its loves illusions i recall i really dont know love really dont know love at all tears and fears and feeling proud to say i love you right out loud dreams and schemes and circus crowds ive looked at life that way oh but now old friends theyre acting strange and they shake their heads and they tell me that ive changed well somethings lost but somethings gained in living every day ive looked at life from both sides now from win and lose and still somehow its lifes illusions i recall i really dont know life at all its lifes illusions i recall i really dont know life i really dont know life at all,259
24677,faries-wear-boots-jack-the-stripper,1970,black-sabbath,Rock,the outro to this song has its own title jack the stripper goin home late last night suddenly i got a fright yeah i looked throught the window and surprised what i saw fairy boots were dancin with a dwarf all right now fairies wear boots and you gotta believe me yeah i saw it i saw it i tell you no lies yeah fairies wear boots and you gotta believe me i saw it i saw it with my own two eyes well all right now so i went to the doctor see what he could give me he said son son youve gone too far cause smokin and trippin is all that you do,116
296352,someday-we-ll-be-together,1970,boogaloo-joe-jones,Jazz,someday well be together say it say it again someday well be together youre far away from me my love and just as sure my my baby as there are stars above i wanna say i wanna say i wanna say some day well be together yes we will yes we will say some day well be together someday day some sweet day we will be together i know i know i know i know my love is yours baby oh right from the start you you you possess my soul now honey and i know i know you won my heart and i wanna say someday some sweet day well be together ahyes we will yes we will someday well be together tell everybody now ahyes we will yes we will long time ago my my sweet thing i made a big mistake honey i say i said goodbye oh oh baby ever ever ever never never since that day now now all i all i wanna do ah is cry crycry cry oh hey hey hey how long are you every night just to kiss your sweet sweet lips hold you ever so tight and i wanna say someday well be together oh yes we will yes we will someday well be together oh yes we will yes we will someday well be together ah honey honey some day well be together yes we will yes we will,240
21972,the-way-you-do-the-things-you-do,1970,david-porter,Jazz,you got a smile so bright you know you could have been a candle im holding you so tight you know you could have been a handle the way you swept me off my feet you know you couldve been a broom and babe you smell so sweet you know you couldve been some perfume well you could of been anything that you wanted to i can tell the way you do the things you do as pretty as you are you know you couldve been a flower if good looks were minutes you know you could have been an hour the way you stole my heart you know you could have been a crook and baby your so smart you know you could have been a school book well you could of been anything that you wanted to i can tell the way you do the things you do well you could of been you make my life so rich you know you couldve been some money and baby youre so sweet you know you could have been some honey well you could of been anything that you wanted to i can tell the way you do the things you do well you could of been as pretty as you are you know you couldve been a flower if good looks were minutes you know you could have been an hour the way you stole my heart you know you could have been a crook and baby your so smart you know you could have been a school book well you could of been anything that you wanted to i can tell the way you do the things you do well you could of been,286
21969,just-be-true,1970,david-porter,Jazz,were kids no more baby we belong you and me together i vowed never to do you wrong and shall always keep you happy together now dear the things that i need are very few but there is one thing that i demand of you just be true to me just be true dont be offended from the things ive said for i know it will never be that bad but my dear i couldnt help but let cha know that if you should leave me it would hurt me so nah nah nah nah ive given you all of me and and plan to give even more baby my true love and a sweet affection and theres even more in store baby,123
110168,don-t-turn-the-light-on-leave-me-alone,1970,can,Rock,my father on the gangway running for luck sing a song one nation listen they dont like it what i love oh i love it what they do everything so groovy today it will be too loud too all alone oh please dont turn the light on leave me alone all alone oh please dont turn the light on leave me alone every thirst ever makes you really frown sing a song one nation listen they dont like it what i love oh i love it what they do everything so groovy today everything sunshine today if you really want me if you really need me dont turn the light on leave me alone if you really want me if you really need me dont turn the light on leave me alone they dont like it what i love but i love it what they do everything groovy today everything shining you see if you really want me if you really need me dont turn the light on leave me alone if you really want me if you really need me dont turn the light on leave me alone alone,190
110172,she-brings-the-rain,1970,can,Rock,yes i care if she brings me spring but dont care about nothing she brings the rain oh yeah she brings the rain in the dawn of the silvery day clouds seem to melt away she brings the rain oh yeah she brings the rain she brings the rain it feels like spring magic mushrooms out of dreams she brings the rain oh yeah she brings the rain so mellow yellow grey disappears flying on the ravens wing she brings the rain oh yeah she brings the rain yes i care she brings me spring but dont care about nothing she brings the rain oh yeah she brings the rain she brings the rain it feels like spring magic mushrooms out of things she brings the rain it feels like spring she brings the rain it feels like spring she brings the rain it feels like spring she brings the rain in the dawn of the silvery day clouds seem to melt away she brings the rain oh yeah she brings the rain oh yeah she brings the rain oh yeah she brings the rain oh yeah she brings the rain,191
326819,yesterday-when-i-was-young,1970,blossom-dearie,Jazz,yesterday when i was young the taste of life was sweet as rain upon my tongue i teased at life as if it were a foolish game the way the evening breeze may tease a candle flame the thousand dreams i dreamed the splendid things i planned i always built alas on weak and shifting sand i lived by night and shunned the naked light of day and only now i see how the years ran away yesterday when i was young so many happy songs were waiting to be sung so many wild pleasures lay in store for me and so much pain my dazzled eyes refused to see i ran so fast that time and youth at last ran out i never stopped to think what life was all about and every conversation i can now recall concerned itself with me and nothing else at all yesterday the moon was blue and every crazy day brought something new to do i used my magic age as if it were a wand and never saw the worst and the emptiness beyond the game of love i played with arrogance and pride and every flame i lit too quickly quickly died the friends i made all seemed somehow to drift away and only i am left on stage to end the play there are so many songs in me that wont be sung i feel the bitter taste of tears upon my tongue the time has come for me to pay for yesterday when i was young,257
326822,long-daddy-green,1970,blossom-dearie,Jazz,long daddy green is an old old friend he hangs around the rainbows end dealing out dreams from a pot full of fortune and fame fanning the flame hear him calling your name long daddy green is a fly by night you turn around hes out of sight seems hes your fair weather friend and your foul weather foe the wind starts to blow daddy green starts to go the lies he tells arent new to you youre not naive you know he wont be true to you still you believe you believe long daddy green chops you down to size with slow hellos and fast goodbyes he comes around when you feel about ten ft tall to make you feel small like nothing at all long daddy green is a heartless host ignores you when you need him most likes to pretend hes a hard to get next to guy hell give you the eye while hes waving goodbye,160
24678,paranoid,1970,black-sabbath,Rock,finished with my woman cause she couldnt help me with my mind people think im insane because i am frowning all the time all day long i think of things but nothing seems to satisfy think ill lose my mind if i dont find something to pacify can you help me occupy my brain oh yeah i need someone to show me the things in life that i cant find i cant see the things that make true happiness i must be blind make a joke and i will sigh and you will laugh and i will cry happiness i cannot feel and love to me is so unreal and so as you hear these words telling you now of my state i tell you to enjoy life i wish i could but its too late,136
13104,what-is-life,1970,george-harrison,Rock,what i feel i cant say but my love is there for you any time of day but if its not love that you need then ill try my best to make everything succeed tell me what is my life without your love tell me who am i without you by my side what i know i can do if i give my love now to everyone like you but if its not love that you need then ill try my best to make everything succeed tell me what is my life without your love tell me who am i without you by my side tell me what is my life without your love tell me who am i without you by my side what i feel i cant say but my love is there for you any time of day but if its not love that you need then ill try my best to make everything succeed tell me what is my life without your love tell me who am i without you by my side oh tell me what is my life without your love tell me who am i without you by my side what is my life without your love tell me who am i without you by my side oh tell me what is my life without your love tell me who am i without you by my side,234
13105,behind-that-locked-door,1970,george-harrison,Rock,why are you still crying your pain is now through please forget those teardrops let me take them for you the love you are blessed with this worlds waiting for so let out your heart please please from behind that locked door its time we start smiling what else should we do with only this short time im gonna be here with you and the tales you have taught me from the things that you saw makes me want out your heart please please from behind that locked door and if ever my love goes if im rich or im poor come and let out my heart please please from behind that locked door,114
13106,run-of-the-mill,1970,george-harrison,Rock,everyone has choice when to and not to raise their voices its you that decides which way you will turn while feeling that our loves not your concern its you that decides no one around you will carry the blame for you no one around you will love you today and throw it all away tomorrow when you rise another day for you to realize me or send me down again as the days stand up on end youve got me wondering how i lost your friendship but i see it in your eyes though im beside you i cant carry the lame for you i may decide to get out with your blessing where ill carry on guessing,119
213238,elusive-butterfly,1970,four-tops,Jazz,you might wake up some mornin to the sound of something moving past your window in the wind and if youre quick enough to rise youll catch a fleeting glimpse of someones fading shadow out on the new horizon you may see the floating motion of a distant pair of wings and if the sleep has left your ears you might hear footsteps running through an open meadow dont be concerned it will not harm you its only me pursuing somethin im not sure of across my dreams with nets of wonder i chase the bright elusive butterfly of love you might have heard my footsteps echo softly in the distance through the canyons of your mind i might have even called your name as i ran searching after something to believe in you might have seen me runnin through the longabandoned ruins of the dreams you left behind if you remember something there that glided past you followed close by heavy breathin dont be concerned it will not harm you its only me pursuing somethin im not sure of across my dreams with nets of wonder i chase the bright elusive butterfly of love,195
213241,it-s-all-in-the-game,1970,four-tops,Jazz,many a tear has to fall but its all in the game all in the wonderful game that we know as love you have words with him and your futures looking dim but these things your hearts can rise above once in a while he wont call but its all in the game soon hell be there at your side with a sweetwith a sweet bouquetwith sweet bouquet and hell kiss your lips and caress your waiting fingertips and your heart  your heart will got to fly away and hell kiss your lips and caress your waiting fingertips and your heart will fly away your heart will fly away its all in the game game call loveall in the game game call love all in the game game call love all in the game game call love,138
157078,here-there-and-everywhere,1970,count-basie,Jazz,to lead a better life i need my love to be here here making each day of the year changing my life with a wave of her hand nobody can deny that theres something there there running my hands through her hair both of us thinking how good it can be someone is speaking but she doesnt know hes there   i want her everywhere and if shes beside me i know i need never care but to love her is to need her everywhere knowing that love is to share each one believing that love never dies watching her eyes and hoping im always there i will be there and everywhere here there and everywhere,117
157080,come-together,1970,count-basie,Jazz,here come old flat top he come groovin up slowly he got joo joo eyeballs he one holy rollers he got hair down to his knee got to be a joker he just do what he please he wear no shoeshine he got toe jam football he got monkey finger he shoot coca cola he say i know you you know me one thing i can tell you is you got to be free come together right now over me he bad production he got walrus gumboot he got ono sideboard he one spinal cracker he got feet down below his knees hold you in his armchair you can feel his disease come together right now over me he roller coaster he got early warning he got muddy water he one mojo filter he say one and one and one is three got to be good looking cause hes so hard to see come together right now over me,159
157081,eleanor-rigby,1970,count-basie,Jazz,ah look at all the lonely people ah look at all the lonely people eleanor rigby picks up the rice in the church where a wedding has been lives in a dream waits at the window wearing the face that she keeps in a jar by the door who is it for all the lonely people where do they all come from all the lonely people where do they all belong father mckenzie writing the words of a sermon that no one will hear no one comes near look at him working darning his socks in the night when theres nobody there what does he care all the lonely people where do they all come from all the lonely people where do they all belong ah look at all the lonely people ah look at all the lonely people eleanor rigby died in the church and was buried along with her name nobody came father mckenzie wiping the dirt from his hands as he walks from the grave no one was saved all the lonely people where do they all come from all the lonely people where do they all belong,191
157084,the-fool-on-the-hill,1970,count-basie,Jazz,day after day alone on a hill the man with the foolish grin is keeping perfectly still but nobody wants to know him they can see that hes just a fool and he never gives an answer but the fool on the hill sees the sun going down and the eyes in his head see the world spinning round well on the way head in a cloud the man of a thousand voices talking perfectly loud but nobody ever hears him or the sounds he appears to make and he never seems to notice but the fool on the hill sees the sun going down and the eyes in his head see the world spinning round and nobody seems to like him they can tell what he wants to do and he never shows his feelings but the fool on the hill sees the sun going down and the eyes in his head see the world spinning round he never listens to them he knows that theyre the fools they dont like him the fool on the hill sees the sun going down and the eyes in his head see the world spinning round oh,195
